Region,Country,Gateway,cabinndclass,Metric,SubMetric,Values,Month
NSWEUR,Germany,BRT,J,Passenger,VTL(%),9,20170101
NSWEUR,Germany,BRT,J,ATV,Forecast,306.7,20170101
NSWEUR,Germany,BRT,J,ATV,BGT,348.9,20170101
NSWEUR,Germany,BRT,J,ATV,VTB(%),12,20170101
NSWEUR,Germany,BRT,J,ATV,VTL(%),7,20170101
NSWEUR,Germany,BRT,J,Revenue,Forecast,138,20170101
NSWEUR,Germany,BRT,J,Revenue,BGT,159.79,20170101
NSWEUR,Germany,BRT,J,Revenue,VTB(%),14,20170101
NSWEUR,Germany,BRT,J,Revenue,VTL(%),1,20170101
NSWEUR,Germany,BRT,J,SAmarketShare(%),CY(%),5.73,20170101
NSWEUR,Germany,BRT,J,SAmarketShare(%),VTL(pts),3.17,20170101
NSWEUR,Germany,BRT,J,RASK,CY,2645,20170101
NSWEUR,Germany,BRT,J,RASK,VTL,5,20170101
NSWEUR,Germany,BRT,J,ASK,CY,1,20170101
NSWEUR,Germany,BRT,J,ASK,V.LY,6.5,20170101
NSWEUR,Germany,BRT,J,Yield,CY,6.2,20170101
NSWEUR,Germany,BRT,J,Yield,VTL,10,20170101
NSWEUR,Germany,BRT,J,LoadFactor,CY,77,20170101
NSWEUR,Germany,BRT,J,LoadFactor,VTL,1.23,20170101
NSWEUR,Germany,BHX,J,Bookings,CY,0.21,20170101
NSWEUR,Germany,BHX,J,Bookings,VTL(%),24,20170101
NSWEUR,Germany,BHX,J,Bookings,TKT(%),96,20170101
NSWEUR,Germany,BHX,J,Passenger,Forecast,0.23,20170101
NSWEUR,Germany,BHX,J,Passenger,BGT,0.25,20170101
NSWEUR,Germany,BHX,J,Passenger,VTB(%),3,20170101
NSWEUR,Germany,BHX,J,Passenger,VTL(%),8,20170101
NSWEUR,Germany,BHX,J,ATV,Forecast,305.2,20170101
NSWEUR,Germany,BHX,J,ATV,BGT,371.5,20170101
NSWEUR,Germany,BHX,J,ATV,VTB(%),11,20170101
NSWEUR,Germany,BHX,J,ATV,VTL(%),6,20170101
NSWEUR,Germany,BHX,J,Revenue,Forecast,132,20170101
NSWEUR,Germany,BHX,J,Revenue,BGT,123.6,20170101
NSWEUR,Germany,BHX,J,Revenue,VTB(%),13,20170101
NSWEUR,Germany,BHX,J,Revenue,VTL(%),2,20170101
NSWEUR,Germany,BHX,J,SAmarketShare(%),CY(%),5.23,20170101
NSWEUR,Germany,BHX,J,SAmarketShare(%),VTL(pts),3.12,20170101
NSWEUR,Germany,BHX,J,RASK,CY,2465,20170101
NSWEUR,Germany,BHX,J,RASK,VTL,4,20170101
NSWEUR,Germany,BHX,J,ASK,CY,2,20170101
NSWEUR,Germany,BHX,J,ASK,V.LY,6.2,20170101
NSWEUR,Germany,BHX,J,Yield,CY,6.3,20170101
NSWEUR,Germany,BHX,J,Yield,VTL,9,20170101
NSWEUR,Germany,BHX,J,LoadFactor,CY,86,20170101
NSWEUR,Germany,BHX,J,LoadFactor,VTL,1.23,20170101
NSWEUR,Germany,BHX,Y,Bookings,CY,0.15,20170101
NSWEUR,Germany,BHX,Y,Bookings,VTL(%),23,20170101
NSWEUR,Germany,BHX,Y,Bookings,TKT(%),68,20170101
NSWEUR,Germany,BHX,Y,Passenger,Forecast,0.42,20170101
NSWEUR,Germany,BHX,Y,Passenger,BGT,0.25,20170101
NSWEUR,Germany,BHX,Y,Passenger,VTB(%),5,20170101
NSWEUR,Germany,BHX,Y,Passenger,VTL(%),5,20170101
NSWEUR,Germany,BHX,Y,ATV,Forecast,302.6,20170101
NSWEUR,Germany,BHX,Y,ATV,BGT,333.6,20170101
NSWEUR,Germany,BHX,Y,ATV,VTB(%),11,20170101
NSWEUR,Germany,BHX,Y,ATV,VTL(%),8,20170101
NSWEUR,Germany,BHX,Y,Revenue,Forecast,123,20170101
NSWEUR,Germany,BHX,Y,Revenue,BGT,145.3,20170101
NSWEUR,Germany,BHX,Y,Revenue,VTB(%),11,20170101
NSWEUR,Germany,BHX,Y,Revenue,VTL(%),5,20170101
NSWEUR,Germany,BHX,Y,SAmarketShare(%),CY(%),5.49,20170101
NSWEUR,Germany,BHX,Y,SAmarketShare(%),VTL(pts),3.56,20170101
NSWEUR,Germany,BHX,Y,RASK,CY,2364,20170101
NSWEUR,Germany,BHX,Y,RASK,VTL,4,20170101
NSWEUR,Germany,BHX,Y,ASK,CY,3,20170101
NSWEUR,Germany,BHX,Y,ASK,V.LY,6.5,20170101
NSWEUR,Germany,BHX,Y,Yield,CY,6.2,20170101
NSWEUR,Germany,BHX,Y,Yield,VTL,7,20170101
NSWEUR,Germany,BHX,Y,LoadFactor,CY,56,20170101
NSWEUR,Germany,BHX,Y,LoadFactor,VTL,1.2,20170101
NSWEUR,Germany,BHX,F,Bookings,CY,0.18,20170101
NSWEUR,Germany,BHX,F,Bookings,VTL(%),26,20170101
NSWEUR,Germany,BHX,F,Bookings,TKT(%),78,20170101
NSWEUR,Germany,BHX,F,Passenger,Forecast,0.32,20170101
NSWEUR,Germany,BHX,F,Passenger,BGT,0.36,20170101
NSWEUR,Germany,BHX,F,Passenger,VTB(%),4,20170101
NSWEUR,Germany,BHX,F,Passenger,VTL(%),7,20170101
NSWEUR,Germany,BHX,F,ATV,Forecast,303.6,20170101
NSWEUR,Germany,BHX,F,ATV,BGT,315.6,20170101
NSWEUR,Germany,BHX,F,ATV,VTB(%),13,20170101
NSWEUR,Germany,BHX,F,ATV,VTL(%),4,20170101
NSWEUR,Germany,BHX,F,Revenue,Forecast,121,20170101
NSWEUR,Germany,BHX,F,Revenue,BGT,175.3,20170101
NSWEUR,Germany,BHX,F,Revenue,VTB(%),13,20170101
NSWEUR,Germany,BHX,F,Revenue,VTL(%),4,20170101
NSWEUR,Germany,BHX,F,SAmarketShare(%),CY(%),5.49,20170101
NSWEUR,Germany,BHX,F,SAmarketShare(%),VTL(pts),2.16,20170101
NSWEUR,Germany,BHX,F,RASK,CY,2351,20170101
NSWEUR,Germany,BHX,F,RASK,VTL,4,20170101
NSWEUR,Germany,BHX,F,ASK,CY,2,20170101
NSWEUR,Germany,BHX,F,ASK,V.LY,5.4,20170101
NSWEUR,Germany,BHX,F,Yield,CY,6.1,20170101
NSWEUR,Germany,BHX,F,Yield,VTL,9,20170101
NSWEUR,Germany,BHX,F,LoadFactor,CY,66,20170101
NSWEUR,Germany,BHX,F,LoadFactor,VTL,1.36,20170101
NSWEUR,Americas,LHR,F,Bookings,CY,0.05,20170101
NSWEUR,Americas,LHR,F,Bookings,VTL(%),34,20170101
NSWEUR,Americas,LHR,F,Bookings,TKT(%),92,20170101
NSWEUR,Americas,LHR,F,Passenger,Forecast,0.04,20170101
NSWEUR,Americas,LHR,F,Passenger,BGT,0.25,20170101
NSWEUR,Americas,LHR,F,Passenger,VTB(%),3,20170101
NSWEUR,Americas,LHR,F,Passenger,VTL(%),8,20170101
NSWEUR,Americas,LHR,F,ATV,Forecast,312.6,20170101
NSWEUR,Americas,LHR,F,ATV,BGT,324.3,20170101
NSWEUR,Americas,LHR,F,ATV,VTB(%),16,20170101
NSWEUR,Americas,LHR,F,ATV,VTL(%),5,20170101
NSWEUR,Americas,LHR,F,Revenue,Forecast,135,20170101
NSWEUR,Americas,LHR,F,Revenue,BGT,165.2,20170101
NSWEUR,Americas,LHR,F,Revenue,VTB(%),15,20170101
NSWEUR,Americas,LHR,F,Revenue,VTL(%),3,20170101
NSWEUR,Americas,LHR,F,SAmarketShare(%),CY(%),4.26,20170101
NSWEUR,Americas,LHR,F,SAmarketShare(%),VTL(pts),2.9,20170101
NSWEUR,Americas,LHR,F,RASK,CY,2341,20170101
NSWEUR,Americas,LHR,F,RASK,VTL,5,20170101
NSWEUR,Americas,LHR,F,ASK,CY,3,20170101
NSWEUR,Americas,LHR,F,ASK,V.LY,5.3,20170101
NSWEUR,Americas,LHR,F,Yield,CY,6.3,20170101
NSWEUR,Americas,LHR,F,Yield,VTL,7,20170101
NSWEUR,Americas,LHR,F,LoadFactor,CY,68,20170101
NSWEUR,Americas,LHR,F,LoadFactor,VTL,1.32,20170101
NSWEUR,Americas,LHR,J,Bookings,CY,0.05,20170101
NSWEUR,Americas,LHR,J,Bookings,VTL(%),34,20170101
NSWEUR,Americas,LHR,J,Bookings,TKT(%),92,20170101
NSWEUR,Americas,LHR,J,Passenger,Forecast,0.04,20170101
NSWEUR,Americas,LHR,J,Passenger,BGT,0.25,20170101
NSWEUR,Americas,LHR,J,Passenger,VTB(%),3,20170101
NSWEUR,Americas,LHR,J,Passenger,VTL(%),8,20170101
NSWEUR,Americas,LHR,J,ATV,Forecast,312.6,20170101
NSWEUR,Americas,LHR,J,ATV,BGT,324.3,20170101
NSWEUR,Americas,LHR,J,ATV,VTB(%),16,20170101
NSWEUR,Americas,LHR,J,ATV,VTL(%),5,20170101
NSWEUR,Americas,LHR,J,Revenue,Forecast,135,20170101
NSWEUR,Americas,LHR,J,Revenue,BGT,165.2,20170101
NSWEUR,Americas,LHR,J,Revenue,VTB(%),15,20170101
NSWEUR,Americas,LHR,J,Revenue,VTL(%),3,20170101
NSWEUR,Americas,LHR,J,SAmarketShare(%),CY(%),4.26,20170101
NSWEUR,Americas,LHR,J,SAmarketShare(%),VTL(pts),2.9,20170101
NSWEUR,Americas,LHR,J,RASK,CY,2341,20170101
NSWEUR,Americas,LHR,J,RASK,VTL,5,20170101
NSWEUR,Americas,LHR,J,ASK,CY,3,20170101
NSWEUR,Americas,LHR,J,ASK,V.LY,5.3,20170101
NSWEUR,Americas,LHR,J,Yield,CY,6.3,20170101
NSWEUR,Americas,LHR,J,Yield,VTL,7,20170101
NSWEUR,Americas,LHR,J,LoadFactor,CY,68,20170101
NSWEUR,Americas,LHR,J,LoadFactor,VTL,1.32,20170101
NSWEUR,Americas,LHR,Y,Bookings,CY,0.18,20170101
NSWEUR,Americas,LHR,Y,Bookings,VTL(%),26,20170101
NSWEUR,Americas,LHR,Y,Bookings,TKT(%),78,20170101
NSWEUR,Americas,LHR,Y,Passenger,Forecast,0.32,20170101
NSWEUR,Americas,LHR,Y,Passenger,BGT,0.36,20170101
NSWEUR,Americas,LHR,Y,Passenger,VTB(%),4,20170101
NSWEUR,Americas,LHR,Y,Passenger,VTL(%),7,20170101
NSWEUR,Americas,LHR,Y,ATV,Forecast,303.6,20170101
NSWEUR,Americas,LHR,Y,ATV,BGT,315.6,20170101
NSWEUR,Americas,LHR,Y,ATV,VTB(%),13,20170101
NSWEUR,Americas,LHR,Y,ATV,VTL(%),4,20170101
NSWEUR,Americas,LHR,Y,Revenue,Forecast,121,20170101
NSWEUR,Americas,LHR,Y,Revenue,BGT,175.3,20170101
NSWEUR,Americas,LHR,Y,Revenue,VTB(%),13,20170101
NSWEUR,Americas,LHR,Y,Revenue,VTL(%),4,20170101
NSWEUR,Americas,LHR,Y,SAmarketShare(%),CY(%),5.49,20170101
NSWEUR,Americas,LHR,Y,SAmarketShare(%),VTL(pts),2.16,20170101
NSWEUR,Americas,LHR,Y,RASK,CY,2351,20170101
NSWEUR,Americas,LHR,Y,RASK,VTL,4,20170101
NSWEUR,Americas,LHR,Y,ASK,CY,2,20170101
NSWEUR,Americas,LHR,Y,ASK,V.LY,5.4,20170101
NSWEUR,Americas,LHR,Y,Yield,CY,6.1,20170101
NSWEUR,Americas,LHR,Y,Yield,VTL,9,20170101
NSWEUR,Americas,LHR,Y,LoadFactor,CY,66,20170101
NSWEUR,Americas,LHR,Y,LoadFactor,VTL,1.36,20170101
NSWEUR,Americas,MAN,F,Bookings,CY,0.15,20170101
NSWEUR,Americas,MAN,F,Bookings,VTL(%),23,20170101
NSWEUR,Americas,MAN,F,Bookings,TKT(%),68,20170101
NSWEUR,Americas,MAN,F,Passenger,Forecast,0.42,20170101
NSWEUR,Americas,MAN,F,Passenger,BGT,0.25,20170101
NSWEUR,Americas,MAN,F,Passenger,VTB(%),5,20170101
NSWEUR,Americas,MAN,F,Passenger,VTL(%),5,20170101
NSWEUR,Americas,MAN,F,ATV,Forecast,302.6,20170101
NSWEUR,Americas,MAN,F,ATV,BGT,333.6,20170101
NSWEUR,Americas,MAN,F,ATV,VTB(%),11,20170101
NSWEUR,Americas,MAN,F,ATV,VTL(%),8,20170101
NSWEUR,Americas,MAN,F,Revenue,Forecast,123,20170101
NSWEUR,Americas,MAN,F,Revenue,BGT,145.3,20170101
NSWEUR,Americas,MAN,F,Revenue,VTB(%),11,20170101
NSWEUR,Americas,MAN,F,Revenue,VTL(%),5,20170101
NSWEUR,Americas,MAN,F,SAmarketShare(%),CY(%),5.49,20170101
NSWEUR,Americas,MAN,F,SAmarketShare(%),VTL(pts),3.56,20170101
NSWEUR,Americas,MAN,F,RASK,CY,2364,20170101
NSWEUR,Americas,MAN,F,RASK,VTL,4,20170101
NSWEUR,Americas,MAN,F,ASK,CY,3,20170101
NSWEUR,Americas,MAN,F,ASK,V.LY,6.5,20170101
NSWEUR,Americas,MAN,F,Yield,CY,6.2,20170101
NSWEUR,Americas,MAN,F,Yield,VTL,7,20170101
NSWEUR,Americas,MAN,F,LoadFactor,CY,56,20170101
NSWEUR,Americas,MAN,F,LoadFactor,VTL,1.2,20170101
NSWEUR,Americas,MAN,Y,Bookings,CY,0.23,20170101
NSWEUR,Americas,MAN,Y,Bookings,VTL(%),45,20170101
NSWEUR,Americas,MAN,Y,Bookings,TKT(%),88,20170101
NSWEUR,Americas,MAN,Y,Passenger,Forecast,0.32,20170101
NSWEUR,Americas,MAN,Y,Passenger,BGT,0.36,20170101
NSWEUR,Americas,MAN,Y,Passenger,VTB(%),7,20170101
NSWEUR,Americas,MAN,Y,Passenger,VTL(%),7,20170101
NSWEUR,Americas,MAN,Y,ATV,Forecast,312.5,20170101
NSWEUR,Americas,MAN,Y,ATV,BGT,359.6,20170101
NSWEUR,Americas,MAN,Y,ATV,VTB(%),9,20170101
NSWEUR,Americas,MAN,Y,ATV,VTL(%),5,20170101
NSWEUR,Americas,MAN,Y,Revenue,Forecast,135,20170101
NSWEUR,Americas,MAN,Y,Revenue,BGT,154.3,20170101
NSWEUR,Americas,MAN,Y,Revenue,VTB(%),12,20170101
NSWEUR,Americas,MAN,Y,Revenue,VTL(%),4,20170101
NSWEUR,Americas,MAN,Y,SAmarketShare(%),CY(%),5.36,20170101
NSWEUR,Americas,MAN,Y,SAmarketShare(%),VTL(pts),3.63,20170101
NSWEUR,Americas,MAN,Y,RASK,CY,2456,20170101
NSWEUR,Americas,MAN,Y,RASK,VTL,5,20170101
NSWEUR,Americas,MAN,Y,ASK,CY,3,20170101
NSWEUR,Americas,MAN,Y,ASK,V.LY,6.5,20170101
NSWEUR,Americas,MAN,Y,Yield,CY,6.6,20170101
NSWEUR,Americas,MAN,Y,Yield,VTL,8,20170101
NSWEUR,Americas,MAN,Y,LoadFactor,CY,75,20170101
NSWEUR,Americas,MAN,Y,LoadFactor,VTL,1.26,20170101
NSWEUR,Americas,MAN,J,Bookings,CY,0.21,20170101
NSWEUR,Americas,MAN,J,Bookings,VTL(%),24,20170101
NSWEUR,Americas,MAN,J,Bookings,TKT(%),96,20170101
NSWEUR,Americas,MAN,J,Passenger,Forecast,0.23,20170101
NSWEUR,Americas,MAN,J,Passenger,BGT,0.25,20170101
NSWEUR,Americas,MAN,J,Passenger,VTB(%),3,20170101
NSWEUR,Americas,MAN,J,Passenger,VTL(%),8,20170101
NSWEUR,Americas,MAN,J,ATV,Forecast,305.2,20170101
NSWEUR,Americas,MAN,J,ATV,BGT,371.5,20170101
NSWEUR,Americas,MAN,J,ATV,VTB(%),11,20170101
NSWEUR,Americas,MAN,J,ATV,VTL(%),6,20170101
NSWEUR,Americas,MAN,J,Revenue,Forecast,132,20170101
NSWEUR,Americas,MAN,J,Revenue,BGT,123.6,20170101
NSWEUR,Americas,MAN,J,Revenue,VTB(%),13,20170101
NSWEUR,Americas,MAN,J,Revenue,VTL(%),2,20170101
NSWEUR,Americas,MAN,J,SAmarketShare(%),CY(%),5.23,20170101
NSWEUR,Americas,MAN,J,SAmarketShare(%),VTL(pts),3.12,20170101
NSWEUR,Americas,MAN,J,RASK,CY,2465,20170101
NSWEUR,Americas,MAN,J,RASK,VTL,4,20170101
NSWEUR,Americas,MAN,J,ASK,CY,2,20170101
NSWEUR,Americas,MAN,J,ASK,V.LY,6.2,20170101
NSWEUR,Americas,MAN,J,Yield,CY,6.3,20170101
NSWEUR,Americas,MAN,J,Yield,VTL,9,20170101
NSWEUR,Americas,MAN,J,LoadFactor,CY,86,20170101
NSWEUR,Americas,MAN,J,LoadFactor,VTL,1.23,20170101
NSWEUR,Americas,BHX,F,Bookings,CY,0.22,20170101
NSWEUR,Americas,BHX,F,Bookings,VTL(%),12,20170101
NSWEUR,Americas,BHX,F,Bookings,TKT(%),94,20170101
NSWEUR,Americas,BHX,F,Passenger,Forecast,0.45,20170101
NSWEUR,Americas,BHX,F,Passenger,BGT,0.46,20170101
NSWEUR,Americas,BHX,F,Passenger,VTB(%),2,20170101
NSWEUR,Americas,BHX,F,Passenger,VTL(%),9,20170101
NSWEUR,Americas,BHX,F,ATV,Forecast,306.7,20170101
NSWEUR,Americas,BHX,F,ATV,BGT,348.9,20170101
NSWEUR,Americas,BHX,F,ATV,VTB(%),12,20170101
NSWEUR,Americas,BHX,F,ATV,VTL(%),7,20170101
NSWEUR,Americas,BHX,F,Revenue,Forecast,138,20170101
NSWEUR,Americas,BHX,F,Revenue,BGT,159.79,20170101
NSWEUR,Americas,BHX,F,Revenue,VTB(%),14,20170101
NSWEUR,Americas,BHX,F,Revenue,VTL(%),1,20170101
NSWEUR,Americas,BHX,F,SAmarketShare(%),CY(%),5.73,20170101
NSWEUR,Americas,BHX,F,SAmarketShare(%),VTL(pts),3.17,20170101
NSWEUR,Americas,BHX,F,RASK,CY,2645,20170101
NSWEUR,Americas,BHX,F,RASK,VTL,5,20170101
NSWEUR,Americas,BHX,F,ASK,CY,1,20170101
NSWEUR,Americas,BHX,F,ASK,V.LY,6.5,20170101
NSWEUR,Americas,BHX,F,Yield,CY,6.2,20170101
NSWEUR,Americas,BHX,F,Yield,VTL,10,20170101
NSWEUR,Americas,BHX,F,LoadFactor,CY,77,20170101
NSWEUR,Americas,BHX,F,LoadFactor,VTL,1.23,20170101
NSWEUR,Americas,BHX,J,Bookings,CY,0.05,20170101
NSWEUR,Americas,BHX,J,Bookings,VTL(%),34,20170101
NSWEUR,Americas,BHX,J,Bookings,TKT(%),92,20170101
NSWEUR,Americas,BHX,J,Passenger,Forecast,0.04,20170101
NSWEUR,Americas,BHX,J,Passenger,BGT,0.25,20170101
NSWEUR,Americas,BHX,J,Passenger,VTB(%),3,20170101
NSWEUR,Americas,BHX,J,Passenger,VTL(%),8,20170101
NSWEUR,Americas,BHX,J,ATV,Forecast,312.6,20170101
NSWEUR,Americas,BHX,J,ATV,BGT,324.3,20170101
NSWEUR,Americas,BHX,J,ATV,VTB(%),16,20170101
NSWEUR,Americas,BHX,J,ATV,VTL(%),5,20170101
NSWEUR,Americas,BHX,J,Revenue,Forecast,135,20170101
NSWEUR,Americas,BHX,J,Revenue,BGT,165.2,20170101
NSWEUR,Americas,BHX,J,Revenue,VTB(%),15,20170101
NSWEUR,Americas,BHX,J,Revenue,VTL(%),3,20170101
NSWEUR,Americas,BHX,J,SAmarketShare(%),CY(%),4.26,20170101
NSWEUR,Americas,BHX,J,SAmarketShare(%),VTL(pts),2.9,20170101
NSWEUR,Americas,BHX,J,RASK,CY,2341,20170101
NSWEUR,Americas,BHX,J,RASK,VTL,5,20170101
NSWEUR,Americas,BHX,J,ASK,CY,3,20170101
NSWEUR,Americas,BHX,J,ASK,V.LY,5.3,20170101
NSWEUR,Americas,BHX,J,Yield,CY,6.3,20170101
NSWEUR,Americas,BHX,J,Yield,VTL,7,20170101
NSWEUR,Americas,BHX,J,LoadFactor,CY,68,20170101
NSWEUR,Americas,BHX,J,LoadFactor,VTL,1.32,20170101
NSWEUR,Americas,BHX,Y,Bookings,CY,0.18,20170101
NSWEUR,Americas,BHX,Y,Bookings,VTL(%),26,20170101
NSWEUR,Americas,BHX,Y,Bookings,TKT(%),78,20170101
NSWEUR,Americas,BHX,Y,Passenger,Forecast,0.32,20170101
NSWEUR,Americas,BHX,Y,Passenger,BGT,0.36,20170101
NSWEUR,Americas,BHX,Y,Passenger,VTB(%),4,20170101
NSWEUR,Americas,BHX,Y,Passenger,VTL(%),7,20170101
NSWEUR,Americas,BHX,Y,ATV,Forecast,303.6,20170101
NSWEUR,Americas,BHX,Y,ATV,BGT,315.6,20170101
NSWEUR,Americas,BHX,Y,ATV,VTB(%),13,20170101
NSWEUR,Americas,BHX,Y,ATV,VTL(%),4,20170101
NSWEUR,Americas,BHX,Y,Revenue,Forecast,121,20170101
NSWEUR,Americas,BHX,Y,Revenue,BGT,175.3,20170101
NSWEUR,Americas,BHX,Y,Revenue,VTB(%),13,20170101
NSWEUR,Americas,BHX,Y,Revenue,VTL(%),4,20170101
NSWEUR,Americas,BHX,Y,SAmarketShare(%),CY(%),5.49,20170101
NSWEUR,Americas,BHX,Y,SAmarketShare(%),VTL(pts),2.16,20170101
NSWEUR,Americas,BHX,Y,RASK,CY,2351,20170101
NSWEUR,Americas,BHX,Y,RASK,VTL,4,20170101
NSWEUR,Americas,BHX,Y,ASK,CY,2,20170101
NSWEUR,Americas,BHX,Y,ASK,V.LY,5.4,20170101
NSWEUR,Americas,BHX,Y,Yield,CY,6.1,20170101
NSWEUR,Americas,BHX,Y,Yield,VTL,9,20170101
NSWEUR,Americas,BHX,Y,LoadFactor,CY,66,20170101
NSWEUR,Americas,BHX,Y,LoadFactor,VTL,1.36,20170101
GCCLI,Qatar,LHR,F,Bookings,CY,0.22,20170101
GCCLI,Qatar,LHR,F,Bookings,VTL(%),12,20170101
GCCLI,Qatar,LHR,F,Bookings,TKT(%),94,20170101
GCCLI,Qatar,LHR,F,Passenger,Forecast,0.45,20170101
GCCLI,Qatar,LHR,F,Passenger,BGT,0.46,20170101
GCCLI,Qatar,LHR,F,Passenger,VTB(%),2,20170101
GCCLI,Qatar,LHR,F,Passenger,VTL(%),9,20170101
GCCLI,Qatar,LHR,F,ATV,Forecast,306.7,20170101
GCCLI,Qatar,LHR,F,ATV,BGT,348.9,20170101
GCCLI,Qatar,LHR,F,ATV,VTB(%),12,20170101
GCCLI,Qatar,LHR,F,ATV,VTL(%),7,20170101
GCCLI,Qatar,LHR,F,Revenue,Forecast,138,20170101
GCCLI,Qatar,LHR,F,Revenue,BGT,159.79,20170101
GCCLI,Qatar,LHR,F,Revenue,VTB(%),14,20170101
GCCLI,Qatar,LHR,F,Revenue,VTL(%),1,20170101
GCCLI,Qatar,LHR,F,SAmarketShare(%),CY(%),5.73,20170101
GCCLI,Qatar,LHR,F,SAmarketShare(%),VTL(pts),3.17,20170101
GCCLI,Qatar,LHR,F,RASK,CY,2645,20170101
GCCLI,Qatar,LHR,F,RASK,VTL,5,20170101
GCCLI,Qatar,LHR,F,ASK,CY,1,20170101
GCCLI,Qatar,LHR,F,ASK,V.LY,6.5,20170101
GCCLI,Qatar,LHR,F,Yield,CY,6.2,20170101
GCCLI,Qatar,LHR,F,Yield,VTL,10,20170101
GCCLI,Qatar,LHR,F,LoadFactor,CY,77,20170101
GCCLI,Qatar,LHR,F,LoadFactor,VTL,1.23,20170101
GCCLI,Qatar,LHR,J,Bookings,CY,0.21,20170101
GCCLI,Qatar,LHR,J,Bookings,VTL(%),24,20170101
GCCLI,Qatar,LHR,J,Bookings,TKT(%),96,20170101
GCCLI,Qatar,LHR,J,Passenger,Forecast,0.23,20170101
GCCLI,Qatar,LHR,J,Passenger,BGT,0.25,20170101
GCCLI,Qatar,LHR,J,Passenger,VTB(%),3,20170101
GCCLI,Qatar,LHR,J,Passenger,VTL(%),8,20170101
GCCLI,Qatar,LHR,J,ATV,Forecast,305.2,20170101
GCCLI,Qatar,LHR,J,ATV,BGT,371.5,20170101
GCCLI,Qatar,LHR,J,ATV,VTB(%),11,20170101
GCCLI,Qatar,LHR,J,ATV,VTL(%),6,20170101
GCCLI,Qatar,LHR,J,Revenue,Forecast,132,20170101
GCCLI,Qatar,LHR,J,Revenue,BGT,123.6,20170101
GCCLI,Qatar,LHR,J,Revenue,VTB(%),13,20170101
GCCLI,Qatar,LHR,J,Revenue,VTL(%),2,20170101
GCCLI,Qatar,LHR,J,SAmarketShare(%),CY(%),5.23,20170101
GCCLI,Qatar,LHR,J,SAmarketShare(%),VTL(pts),3.12,20170101
GCCLI,Qatar,LHR,J,RASK,CY,2465,20170101
GCCLI,Qatar,LHR,J,RASK,VTL,4,20170101
GCCLI,Qatar,LHR,J,ASK,CY,2,20170101
GCCLI,Qatar,LHR,J,ASK,V.LY,6.2,20170101
GCCLI,Qatar,LHR,J,Yield,CY,6.3,20170101
GCCLI,Qatar,LHR,J,Yield,VTL,9,20170101
GCCLI,Qatar,LHR,J,LoadFactor,CY,86,20170101
GCCLI,Qatar,LHR,J,LoadFactor,VTL,1.23,20170101
GCCLI,Qatar,LHR,Y,Bookings,CY,0.23,20170101
GCCLI,Qatar,LHR,Y,Bookings,VTL(%),45,20170101
GCCLI,Qatar,LHR,Y,Bookings,TKT(%),88,20170101
GCCLI,Qatar,LHR,Y,Passenger,Forecast,0.32,20170101
GCCLI,Qatar,LHR,Y,Passenger,BGT,0.36,20170101
GCCLI,Qatar,LHR,Y,Passenger,VTB(%),7,20170101
GCCLI,Qatar,LHR,Y,Passenger,VTL(%),7,20170101
GCCLI,Qatar,LHR,Y,ATV,Forecast,312.5,20170101
GCCLI,Qatar,LHR,Y,ATV,BGT,359.6,20170101
GCCLI,Qatar,LHR,Y,ATV,VTB(%),9,20170101
GCCLI,Qatar,LHR,Y,ATV,VTL(%),5,20170101
GCCLI,Qatar,LHR,Y,Revenue,Forecast,135,20170101
GCCLI,Qatar,LHR,Y,Revenue,BGT,154.3,20170101
GCCLI,Qatar,LHR,Y,Revenue,VTB(%),12,20170101
GCCLI,Qatar,LHR,Y,Revenue,VTL(%),4,20170101
GCCLI,Qatar,LHR,Y,SAmarketShare(%),CY(%),5.36,20170101
GCCLI,Qatar,LHR,Y,SAmarketShare(%),VTL(pts),3.63,20170101
GCCLI,Qatar,LHR,Y,RASK,CY,2456,20170101
GCCLI,Qatar,LHR,Y,RASK,VTL,5,20170101
GCCLI,Qatar,LHR,Y,ASK,CY,3,20170101
GCCLI,Qatar,LHR,Y,ASK,V.LY,6.5,20170101
GCCLI,Qatar,LHR,Y,Yield,CY,6.6,20170101
GCCLI,Qatar,LHR,Y,Yield,VTL,8,20170101
GCCLI,Qatar,LHR,Y,LoadFactor,CY,75,20170101
GCCLI,Qatar,LHR,Y,LoadFactor,VTL,1.26,20170101
GCCLI,Qatar,MAN,F,Bookings,CY,0.18,20170101
GCCLI,Qatar,MAN,F,Bookings,VTL(%),26,20170101
GCCLI,Qatar,MAN,F,Bookings,TKT(%),78,20170101
GCCLI,Qatar,MAN,F,Passenger,Forecast,0.32,20170101
GCCLI,Qatar,MAN,F,Passenger,BGT,0.36,20170101
GCCLI,Qatar,MAN,F,Passenger,VTB(%),4,20170101
GCCLI,Qatar,MAN,F,Passenger,VTL(%),7,20170101
GCCLI,Qatar,MAN,F,ATV,Forecast,303.6,20170101
GCCLI,Qatar,MAN,F,ATV,BGT,315.6,20170101
GCCLI,Qatar,MAN,F,ATV,VTB(%),13,20170101
GCCLI,Qatar,MAN,F,ATV,VTL(%),4,20170101
GCCLI,Qatar,MAN,F,Revenue,Forecast,121,20170101
GCCLI,Qatar,MAN,F,Revenue,BGT,175.3,20170101
GCCLI,Qatar,MAN,F,Revenue,VTB(%),13,20170101
GCCLI,Qatar,MAN,F,Revenue,VTL(%),4,20170101
